Name,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g)
"Turkey Club Sub (Wrap, Spinach Herb Wrap)",1130,79.71,18.72,1.06,93.62,2292.19,59.85,4.25,5.52,43.76
Turkey Club Sub (Bowl),820,72.71,15.72,1.06,93.62,1552.19,8.85,2.25,5.52,34.76
"#13 The Italian (Hawaii Only) (Mini, White Bread)",500,26.25,6.92,0.3,47.26,1434.39,42.02,2.87,6,26.03
"#13 The Italian (Hawaii Only) (Mini, Rosemary Parmesan Bread)",530,27.67,7.8,0.3,51.44,1481.47,42.56,3.12,6.01,27.39
"#13 The Italian (Hawaii Only) (Mini, Wheat Bread)",510,26.52,6.66,0.3,47.26,1409.89,42.63,4.31,6.71,26.6
"#13 The Italian (Hawaii Only) (Mini, Seeded Italian Bread)",540,27.51,7.13,0.3,47.26,1453.64,47.73,4.52,7.24,26.19
"#13 The Italian (Hawaii Only) (Mini, Gluten Free Bread)",480,29.16,6.97,0.3,47.26,1308.44,33.21,2.87,7.24,23.22
"#13 The Italian (Hawaii Only) (Regular, White Bread)",880,52.91,14.76,0.66,75.88,2085.91,63.42,4.33,8.61,37.62
"#13 The Italian (Hawaii Only) (Regular, Rosemary Parmesan Bread)",910,55.07,16.09,0.66,82.21,2157.24,64.24,4.71,8.63,39.69
"#13 The Italian (Hawaii Only) (Regular, Wheat Bread)",890,53.33,14.37,0.66,75.88,2048.79,64.34,6.51,9.69,38.49
"#13 The Italian (Hawaii Only) (Regular, Seeded Italian Bread)",920,54.82,15.07,0.66,75.88,2115.08,72.08,6.83,10.49,37.87
"#13 The Italian (Hawaii Only) (Regular, Gluten Free Bread)",830,57.32,14.82,0.66,75.88,1895.08,50.08,4.33,10.49,33.37
"#13 The Italian (Hawaii Only) (Giant, White Bread)",1670,101.19,27.18,1.21,132.74,3819.04,123.64,7.95,15.12,67.31
"#13 The Italian (Hawaii Only) (Giant, Rosemary Parmesan Bread)",1730,105.51,29.84,1.21,145.4,3961.69,125.28,8.7,15.15,71.45
"#13 The Italian (Hawaii Only) (Giant, Wheat Bread)",1690,102.03,26.4,1.21,132.74,3744.79,125.49,12.3,17.27,69.05
"#13 The Italian (Hawaii Only) (Giant, Seeded Italian Bread)",1760,105.01,27.81,1.2,132.74,3877.37,140.97,12.94,18.88,67.81
"#13 The Italian (Hawaii Only) (Giant, Gluten Free Bread)",1580,110.01,27.31,1.2,132.74,3437.37,96.97,7.94,18.88,58.81
#13 The Italian (Hawaii Only) (Bowl),600,50.32,14.32,0.66,75.88,1450.08,10.58,2.33,6.99,27.37
"#16 Mike's Chicken Philly (Regular, White Bread)",650,21.95,9.46,0.01,132.84,2026.65,64.52,2.82,9.03,47.49
"#16 Mike's Chicken Philly (Regular, Rosemary Parmesan Bread)",680,24.11,10.79,0.01,139.17,2097.97,65.34,3.19,9.05,49.56
"#16 Mike's Chicken Philly (Regular, Wheat Bread)",660,22.37,9.07,0.01,132.84,1989.52,65.44,4.99,10.11,48.36
"#16 Mike's Chicken Philly (Regular, Seeded Italian Bread)",700,23.86,9.77,0,132.84,2055.81,73.18,5.31,10.91,47.74
"#16 Mike's Chicken Philly (Regular, Gluten Free Bread)",610,26.36,9.52,0,132.84,1835.81,51.18,2.81,10.91,43.24
"#16 Mike's Chicken Philly (Giant, White Bread)",1300,43.91,18.92,0.01,265.67,4053.29,129.03,5.63,18.06,94.98
"#16 Mike's Chicken Philly (Giant, Rosemary Parmesan Bread)",1360,48.23,21.58,0.01,278.33,4195.94,130.67,6.38,18.1,99.12
"#16 Mike's Chicken Philly (Giant, Wheat Bread)",1320,44.75,18.13,0.01,265.67,3979.04,130.88,9.98,20.22,96.72
"#16 Mike's Chicken Philly (Giant, Seeded Italian Bread)",1390,47.73,19.54,0,265.67,4111.62,146.36,10.62,21.83,95.48
"#16 Mike's Chicken Philly (Giant, Gluten Free Bread)",1210,52.73,19.04,0,265.67,3671.62,102.36,5.62,21.83,86.48
"#16 Mike's Chicken Philly (Wrap, White Wrap)",680,26.36,12.02,0,132.84,2130.81,63.68,2.81,7.41,45.24
"#16 Mike's Chicken Philly (Wrap, Tomato Basil Wrap)",680,26.36,12.02,0,132.84,2110.81,63.68,2.81,7.41,45.24
"#16 Mike's Chicken Philly (Wrap, Wheat Wrap)",660,26.36,12.02,0,132.84,2140.81,61.68,6.81,7.41,46.24
"#16 Mike's Chicken Philly (Wrap, Garlic Herb Wrap)",680,26.36,12.02,0,132.84,2340.81,63.68,2.81,7.41,45.24
"#16 Mike's Chicken Philly (Wrap, Spinach Herb Wrap)",680,26.36,12.02,0,132.84,2130.81,62.68,2.81,7.41,46.24
#16 Mike's Chicken Philly (Bowl),370,19.36,9.02,0,132.84,1390.81,11.68,0.81,7.41,37.24
"#42 Chipotle Chicken Cheese Steak (Regular, White Bread)",940,53.68,14.39,0.22,156.93,2386.06,66.2,2.91,10.28,47.95
"#42 Chipotle Chicken Cheese Steak (Regular, Rosemary Parmesan Bread)",970,55.84,15.72,0.22,163.26,2457.38,67.02,3.28,10.29,50.02
"#42 Chipotle Chicken Cheese Steak (Regular, Wheat Bread)",950,54.1,14,0.22,156.93,2348.94,67.12,5.08,11.35,48.82
"#42 Chipotle Chicken Cheese Steak (Regular, Seeded Italian Bread)",980,55.59,14.71,0.21,156.93,2415.23,74.86,5.4,12.16,48.2
"#42 Chipotle Chicken Cheese Steak (Regular, Gluten Free Bread)",890,58.09,14.46,0.21,156.93,2195.23,52.86,2.9,12.16,43.7
"#42 Chipotle Chicken Cheese Steak (Giant, White Bread)",1880,107.36,28.78,0.43,313.85,4772.12,132.39,5.81,20.56,95.91
"#42 Chipotle Chicken Cheese Steak (Giant, Rosemary Parmesan Bread)",1940,111.68,31.45,0.43,326.51,4914.77,134.03,6.56,20.59,100.05
"#42 Chipotle Chicken Cheese Steak (Giant, Wheat Bread)",1900,108.2,28,0.43,313.85,4697.87,134.24,10.16,22.71,97.65
"#42 Chipotle Chicken Cheese Steak (Giant, Seeded Italian Bread)",1970,111.18,29.42,0.42,313.85,4830.45,149.72,10.8,24.31,96.41
"#42 Chipotle Chicken Cheese Steak (Giant, Gluten Free Bread)",1790,116.18,28.92,0.42,313.85,4390.45,105.72,5.8,24.31,87.41
"#42 Chipotle Chicken Cheese Steak (Wrap, White Wrap)",970,58.09,16.96,0.21,156.93,2490.23,65.36,2.9,8.66,45.7
"#42 Chipotle Chicken Cheese Steak (Wrap, Tomato Basil Wrap)",970,58.09,16.96,0.21,156.93,2470.23,65.36,2.9,8.66,45.7
"#42 Chipotle Chicken Cheese Steak (Wrap, Wheat Wrap)",950,58.09,16.96,0.21,156.93,2500.23,63.36,6.9,8.66,46.7
"#42 Chipotle Chicken Cheese Steak (Wrap, Garlic Herb Wrap)",970,58.09,16.96,0.21,156.93,2700.23,65.36,2.9,8.66,45.7
"#42 Chipotle Chicken Cheese Steak (Wrap, Spinach Herb Wrap)",970,58.09,16.96,0.21,156.93,2490.23,64.36,2.9,8.66,46.7
#42 Chipotle Chicken Cheese Steak (Bowl),660,51.09,13.96,0.21,156.93,1750.23,13.36,0.9,8.66,37.7
"#55 Big Kahuna Chicken Cheese Steak (Regular, White Bread)",700,26.51,11.99,0.01,145.49,2423.09,66.58,3.5,9.64,50.35
"#55 Big Kahuna Chicken Cheese Steak (Regular, Rosemary Parmesan Bread)",740,28.67,13.32,0.01,151.82,2494.42,67.4,3.88,9.65,52.42
"#55 Big Kahuna Chicken Cheese Steak (Regular, Wheat Bread)",720,26.93,11.6,0.01,145.49,2385.97,67.51,5.68,10.71,51.22
"#55 Big Kahuna Chicken Cheese Steak (Regular, Seeded Italian Bread)",750,28.42,12.3,0,145.49,2452.26,75.25,6,11.52,50.6
"#55 Big Kahuna Chicken Cheese Steak (Regular, Gluten Free Bread)",660,30.92,12.05,0,145.49,2232.26,53.25,3.5,11.52,46.1
"#55 Big Kahuna Chicken Cheese Steak (Giant, White Bread)",1410,53.02,23.97,0.01,290.98,4846.18,133.17,7.01,19.28,100.7
"#55 Big Kahuna Chicken Cheese Steak (Giant, Rosemary Parmesan Bread)",1470,57.34,26.63,0.01,303.64,4988.83,134.81,7.76,19.31,104.84
"#55 Big Kahuna Chicken Cheese Steak (Giant, Wheat Bread)",1430,53.86,23.19,0.01,290.98,4771.93,135.02,11.35,21.42,102.44
"#55 Big Kahuna Chicken Cheese Steak (Giant, Seeded Italian Bread)",1500,56.84,24.6,0,290.98,4904.51,150.5,12,23.04,101.2
"#55 Big Kahuna Chicken Cheese Steak (Giant, Gluten Free Bread)",1320,61.84,24.1,0,290.98,4464.51,106.5,7,23.04,92.2
"#55 Big Kahuna Chicken Cheese Steak (Wrap, White Wrap)",730,30.91,14.55,0,145.49,2526.97,65.09,3.38,7.72,48.02
"#55 Big Kahuna Chicken Cheese Steak (Wrap, Tomato Basil Wrap)",730,30.91,14.55,0,145.49,2506.97,65.09,3.38,7.72,48.02
"#55 Big Kahuna Chicken Cheese Steak (Wrap, Wheat Wrap)",710,30.91,14.55,0,145.49,2536.97,63.09,7.38,7.72,49.02
"#55 Big Kahuna Chicken Cheese Steak (Wrap, Garlic Herb Wrap)",730,30.91,14.55,0,145.49,2736.97,65.09,3.38,7.72,48.02
"#55 Big Kahuna Chicken Cheese Steak (Wrap, Spinach Herb Wrap)",730,30.91,14.55,0,145.49,2526.97,64.09,3.38,7.72,49.02
#55 Big Kahuna Chicken Cheese Steak (Bowl),420,23.91,11.55,0,145.49,1786.97,13.09,1.38,7.72,40.02
"#26 Bacon Ranch Chicken Cheese Steak (Regular, White Bread)",860,43.45,13.77,0.11,164.08,2493.91,65.64,3.68,8.84,53.67
"#26 Bacon Ranch Chicken Cheese Steak (Regular, Rosemary Parmesan Bread)",890,45.61,15.09,0.11,170.41,2565.23,66.46,4.06,8.86,55.74
"#26 Bacon Ranch Chicken Cheese Steak (Regular, Wheat Bread)",870,43.87,13.38,0.11,164.08,2456.78,66.56,5.85,9.92,54.54
"#26 Bacon Ranch Chicken Cheese Steak (Regular, Seeded Italian Bread)",900,45.36,14.08,0.11,164.08,2523.07,74.3,6.18,10.72,53.92
"#26 Bacon Ranch Chicken Cheese Steak (Regular, Gluten Free Bread)",810,47.86,13.83,0.11,164.08,2303.07,52.3,3.68,10.72,49.42
"#26 Bacon Ranch Chicken Cheese Steak (Giant, White Bread)",1710,86.84,27.52,0.22,328.16,4986.44,130.21,7.03,16.96,107.09
"#26 Bacon Ranch Chicken Cheese Steak (Giant, Rosemary Parmesan Bread)",1770,91.16,30.18,0.22,340.82,5129.09,131.85,7.78,16.99,111.23
"#26 Bacon Ranch Chicken Cheese Steak (Giant, Wheat Bread)",1730,87.68,26.74,0.22,328.16,4912.19,132.06,11.38,19.11,108.83
"#26 Bacon Ranch Chicken Cheese Steak (Giant, Seeded Italian Bread)",1800,90.66,28.15,0.21,328.16,5044.77,147.54,12.02,20.72,107.59
"#26 Bacon Ranch Chicken Cheese Steak (Giant, Gluten Free Bread)",1620,95.66,27.65,0.21,328.16,4604.77,103.54,7.02,20.72,98.59
"#26 Bacon Ranch Chicken Cheese Steak (Wrap, White Wrap)",890,47.86,16.33,0.11,164.08,2598.07,64.8,3.68,7.22,51.42
"#26 Bacon Ranch Chicken Cheese Steak (Wrap, Tomato Basil Wrap)",890,47.86,16.33,0.11,164.08,2578.07,64.8,3.68,7.22,51.42
"#26 Bacon Ranch Chicken Cheese Steak (Wrap, Wheat Wrap)",870,47.86,16.33,0.11,164.08,2608.07,62.8,7.68,7.22,52.42
"#26 Bacon Ranch Chicken Cheese Steak (Wrap, Garlic Herb Wrap)",890,47.86,16.33,0.11,164.08,2808.07,64.8,3.68,7.22,51.42
"#26 Bacon Ranch Chicken Cheese Steak (Wrap, Spinach Herb Wrap)",890,47.86,16.33,0.11,164.08,2598.07,63.8,3.68,7.22,52.42
#26 Bacon Ranch Chicken Cheese Steak (Bowl),580,40.86,13.33,0.11,164.08,1858.07,12.8,1.67,7.22,43.42
"#31 California Chicken Cheese Steak (Regular, White Bread)",900,51.1,13.67,0.39,144.81,2028.82,65.1,3.64,8.7,48.59
"#31 California Chicken Cheese Steak (Regular, Rosemary Parmesan Bread)",930,53.26,15,0.39,151.14,2100.15,65.92,4.01,8.71,50.66
"#31 California Chicken Cheese Steak (Regular, Wheat Bread)",920,51.52,13.28,0.39,144.81,1991.7,66.02,5.81,9.77,49.46
"#31 California Chicken Cheese Steak (Regular, Seeded Italian Bread)",950,53.01,13.99,0.39,144.81,2057.99,73.76,6.13,10.58,48.84
"#31 California Chicken Cheese Steak (Regular, Gluten Free Bread)",860,55.51,13.74,0.39,144.81,1837.99,51.76,3.63,10.58,44.34
"#31 California Chicken Cheese Steak (Giant, White Bread)",1800,102.14,27.33,0.79,289.62,4056.27,129.14,6.94,16.67,96.94
"#31 California Chicken Cheese Steak (Giant, Rosemary Parmesan Bread)",1870,106.46,29.99,0.79,302.28,4198.92,130.78,7.69,16.71,101.08
"#31 California Chicken Cheese Steak (Giant, Wheat Bread)",1830,102.98,26.55,0.79,289.62,3982.02,130.98,11.29,18.83,98.68
"#31 California Chicken Cheese Steak (Giant, Seeded Italian Bread)",1900,105.96,27.96,0.78,289.62,4114.6,146.47,11.93,20.44,97.44
"#31 California Chicken Cheese Steak (Giant, Gluten Free Bread)",1720,110.96,27.46,0.78,289.62,3674.6,102.46,6.93,20.44,88.44
"#31 California Chicken Cheese Steak (Wrap, White Wrap)",940,55.51,16.24,0.39,144.81,2132.99,64.26,3.63,7.08,46.34
"#31 California Chicken Cheese Steak (Wrap, Tomato Basil Wrap)",940,55.51,16.24,0.39,144.81,2112.99,64.26,3.63,7.08,46.34
"#31 California Chicken Cheese Steak (Wrap, Wheat Wrap)",920,55.51,16.24,0.39,144.81,2142.99,62.26,7.63,7.08,47.34
"#31 California Chicken Cheese Steak (Wrap, Garlic Herb Wrap)",940,55.51,16.24,0.39,144.81,2342.99,64.26,3.63,7.08,46.34
"#31 California Chicken Cheese Steak (Wrap, Spinach Herb Wrap)",940,55.51,16.24,0.39,144.81,2132.99,63.26,3.63,7.08,47.34
#31 California Chicken Cheese Steak (Bowl),630,48.51,13.24,0.39,144.81,1392.99,12.26,1.63,7.08,38.34
"#44 Buffalo Chicken Cheese Steak (Regular, White Bread)",890,47.19,14.06,0.25,155.1,3390.11,68.3,4.04,10.15,49.97
"#44 Buffalo Chicken Cheese Steak (Regular, Rosemary Parmesan Bread)",920,49.35,15.39,0.25,161.43,3461.44,69.12,4.41,10.16,52.04
"#44 Buffalo Chicken Cheese Steak (Regular, Wheat Bread)",900,47.61,13.67,0.25,155.1,3352.99,69.22,6.21,11.22,50.84
"#44 Buffalo Chicken Cheese Steak (Regular, Seeded Italian Bread)",930,49.1,14.37,0.24,155.1,3419.28,76.96,6.53,12.03,50.22
"#44 Buffalo Chicken Cheese Steak (Regular, Gluten Free Bread)",840,51.6,14.12,0.24,155.1,3199.27,54.96,4.03,12.03,45.72
"#44 Buffalo Chicken Cheese Steak (Giant, White Bread)",1770,94.32,28.11,0.49,310.2,6778.85,135.53,7.74,19.57,99.7
"#44 Buffalo Chicken Cheese Steak (Giant, Rosemary Parmesan Bread)",1830,98.64,30.77,0.49,322.86,6921.5,137.17,8.49,19.6,103.84
"#44 Buffalo Chicken Cheese Steak (Giant, Wheat Bread)",1800,95.16,27.33,0.49,310.2,6704.6,137.38,12.09,21.72,101.44
"#44 Buffalo Chicken Cheese Steak (Giant, Seeded Italian Bread)",1870,98.14,28.74,0.48,310.2,6837.18,152.86,12.73,23.33,100.2
"#44 Buffalo Chicken Cheese Steak (Giant, Gluten Free Bread)",1690,103.14,28.24,0.48,310.2,6397.18,108.86,7.73,23.33,91.2
"#44 Buffalo Chicken Cheese Steak (Wrap, White Wrap)",920,51.6,16.62,0.24,155.1,3494.28,67.46,4.03,8.53,47.72
"#44 Buffalo Chicken Cheese Steak (Wrap, Tomato Basil Wrap)",920,51.6,16.62,0.24,155.1,3474.28,67.46,4.03,8.53,47.72
"#44 Buffalo Chicken Cheese Steak (Wrap, Wheat Wrap)",900,51.6,16.62,0.24,155.1,3504.28,65.46,8.03,8.53,48.72
"#44 Buffalo Chicken Cheese Steak (Wrap, Garlic Herb Wrap)",920,51.6,16.62,0.24,155.1,3704.28,67.46,4.03,8.53,47.72
"#44 Buffalo Chicken Cheese Steak (Wrap, Spinach Herb Wrap)",920,51.6,16.62,0.24,155.1,3494.28,66.46,4.03,8.53,48.72
#44 Buffalo Chicken Cheese Steak (Bowl),610,44.6,13.62,0.24,155.1,2754.27,15.46,2.03,8.53,39.72
"#17 Mike's Famous Philly (Regular, White Bread)",710,30.6,13.92,0.53,118.37,2003.51,65.55,2.82,8.06,45.1
"#17 Mike's Famous Philly (Regular, Rosemary Parmesan Bread)",740,32.76,15.25,0.53,124.7,2074.83,66.37,3.19,8.08,47.17
"#17 Mike's Famous Philly (Regular, Wheat Bread)",730,31.02,13.53,0.53,118.37,1966.38,66.47,4.99,9.14,45.97
"#17 Mike's Famous Philly (Regular, Seeded Italian Bread)",760,32.51,14.23,0.52,118.37,2032.67,74.21,5.31,9.94,45.35
"#17 Mike's Famous Philly (Regular, Gluten Free Bread)",670,35.01,13.98,0.52,118.37,1812.67,52.21,2.81,9.94,40.85
"#17 Mike's Famous Philly (Giant, White Bread)",1430,61.21,27.83,1.05,236.73,4007.01,131.09,5.63,16.13,90.2
"#17 Mike's Famous Philly (Giant, Rosemary Parmesan Bread)",1490,65.53,30.49,1.05,249.39,4149.66,132.73,6.38,16.16,94.34
"#17 Mike's Famous Philly (Giant, Wheat Bread)",1450,62.05,27.05,1.05,236.73,3932.76,132.94,9.98,18.28,91.94
"#17 Mike's Famous Philly (Giant, Seeded Italian Bread)",1520,65.03,28.46,1.04,236.73,4065.34,148.42,10.62,19.88,90.7
"#17 Mike's Famous Philly (Giant, Gluten Free Bread)",1340,70.03,27.96,1.04,236.73,3625.34,104.42,5.62,19.88,81.7
"#17 Mike's Famous Philly (Wrap, White Wrap)",740,35.01,16.48,0.52,118.37,2107.67,64.71,2.81,6.44,42.85
"#17 Mike's Famous Philly (Wrap, Tomato Basil Wrap)",740,35.01,16.48,0.52,118.37,2087.67,64.71,2.81,6.44,42.85
"#17 Mike's Famous Philly (Wrap, Wheat Wrap)",720,35.01,16.48,0.52,118.37,2117.67,62.71,6.81,6.44,43.85
"#17 Mike's Famous Philly (Wrap, Garlic Herb Wrap)",740,35.01,16.48,0.52,118.37,2317.67,64.71,2.81,6.44,42.85
"#17 Mike's Famous Philly (Wrap, Spinach Herb Wrap)",740,35.01,16.48,0.52,118.37,2107.67,63.71,2.81,6.44,43.85
#17 Mike's Famous Philly (Bowl),430,28.01,13.48,0.52,118.37,1367.67,12.71,0.81,6.44,34.85
"#43 Chipotle Cheese Steak (Regular, White Bread)",1000,62.33,18.85,0.74,142.46,2362.92,67.23,2.91,9.31,45.56
"#43 Chipotle Cheese Steak (Regular, Rosemary Parmesan Bread)",1030,64.49,20.18,0.74,148.79,2434.25,68.05,3.28,9.32,47.63
"#43 Chipotle Cheese Steak (Regular, Wheat Bread)",1020,62.75,18.46,0.74,142.46,2325.8,68.15,5.08,10.38,46.43
"#43 Chipotle Cheese Steak (Regular, Seeded Italian Bread)",1050,64.24,19.17,0.73,142.46,2392.09,75.89,5.4,11.19,45.81
"#43 Chipotle Cheese Steak (Regular, Gluten Free Bread)",960,66.74,18.92,0.73,142.46,2172.09,53.89,2.9,11.19,41.31
"#43 Chipotle Cheese Steak (Giant, White Bread)",2000,124.66,37.71,1.47,284.91,4725.84,134.45,5.81,18.62,91.13
"#43 Chipotle Cheese Steak (Giant, Rosemary Parmesan Bread)",2070,128.98,40.36,1.47,297.57,4868.49,136.09,6.56,18.65,95.27
"#43 Chipotle Cheese Steak (Giant, Wheat Bread)",2030,125.5,36.93,1.47,284.91,4651.59,136.3,10.16,20.77,92.87
"#43 Chipotle Cheese Steak (Giant, Seeded Italian Bread)",2100,128.48,38.33,1.46,284.91,4784.17,151.78,10.8,22.38,91.63
"#43 Chipotle Cheese Steak (Giant, Gluten Free Bread)",1920,133.48,37.83,1.46,284.91,4344.17,107.78,5.8,22.38,82.63
"#43 Chipotle Cheese Steak (Wrap, White Wrap)",1030,66.74,21.42,0.73,142.46,2467.09,66.39,2.9,7.69,43.31
"#43 Chipotle Cheese Steak (Wrap, Tomato Basil Wrap)",1030,66.74,21.42,0.73,142.46,2447.09,66.39,2.9,7.69,43.31
"#43 Chipotle Cheese Steak (Wrap, Wheat Wrap)",1010,66.74,21.42,0.73,142.46,2477.09,64.39,6.9,7.69,44.31
"#43 Chipotle Cheese Steak (Wrap, Garlic Herb Wrap)",1030,66.74,21.42,0.73,142.46,2677.09,66.39,2.9,7.69,43.31
"#43 Chipotle Cheese Steak (Wrap, Spinach Herb Wrap)",1030,66.74,21.42,0.73,142.46,2467.09,65.39,2.9,7.69,44.31
#43 Chipotle Cheese Steak (Bowl),720,59.74,18.42,0.73,142.46,1727.09,14.39,0.9,7.69,35.31
"#56 Big Kahuna Cheese Steak (Regular, White Bread)",770,35.15,16.45,0.53,131.02,2399.67,66.95,3.38,8.37,47.88
"#56 Big Kahuna Cheese Steak (Regular, Rosemary Parmesan Bread)",800,37.31,17.78,0.53,137.35,2470.99,67.77,3.76,8.38,49.95
"#56 Big Kahuna Cheese Steak (Regular, Wheat Bread)",780,35.57,16.06,0.53,131.02,2362.54,67.88,5.56,9.44,48.75
"#56 Big Kahuna Cheese Steak (Regular, Seeded Italian Bread)",810,37.06,16.76,0.52,131.02,2428.83,75.62,5.88,10.25,48.13
"#56 Big Kahuna Cheese Steak (Regular, Gluten Free Bread)",720,39.56,16.51,0.52,131.02,2208.83,53.62,3.38,10.25,43.63
"#56 Big Kahuna Cheese Steak (Giant, White Bread)",1530,70.31,32.89,1.05,262.04,4799.62,134.56,6.89,17.04,95.84
"#56 Big Kahuna Cheese Steak (Giant, Rosemary Parmesan Bread)",1600,74.63,35.55,1.05,274.7,4942.27,136.2,7.64,17.07,99.98
"#56 Big Kahuna Cheese Steak (Giant, Wheat Bread)",1560,71.15,32.11,1.05,262.04,4725.37,136.41,11.24,19.19,97.58
"#56 Big Kahuna Cheese Steak (Giant, Seeded Italian Bread)",1630,74.13,33.52,1.04,262.04,4857.95,151.89,11.88,20.79,96.34
"#56 Big Kahuna Cheese Steak (Giant, Gluten Free Bread)",1450,79.13,33.02,1.04,262.04,4417.95,107.89,6.88,20.79,87.34
"#56 Big Kahuna Cheese Steak (Wrap, White Wrap)",800,39.56,19.01,0.52,131.02,2503.83,66.12,3.38,6.75,45.63
"#56 Big Kahuna Cheese Steak (Wrap, Tomato Basil Wrap)",800,39.56,19.01,0.52,131.02,2483.83,66.12,3.38,6.75,45.63
"#56 Big Kahuna Cheese Steak (Wrap, Wheat Wrap)",780,39.56,19.01,0.52,131.02,2513.83,64.12,7.38,6.75,46.63
"#56 Big Kahuna Cheese Steak (Wrap, Garlic Herb Wrap)",800,39.56,19.01,0.52,131.02,2713.83,66.12,3.38,6.75,45.63
"#56 Big Kahuna Cheese Steak (Wrap, Spinach Herb Wrap)",800,39.56,19.01,0.52,131.02,2503.83,65.12,3.38,6.75,46.63
#56 Big Kahuna Cheese Steak (Bowl),490,32.56,16.01,0.52,131.02,1763.83,14.12,1.38,6.75,37.63
"#64 Grilled Portabella Mushroom & Swiss (Regular, White Bread)",610,29.28,10.23,0.16,37.97,802.08,65.59,4.99,7.73,25.9
"#64 Grilled Portabella Mushroom & Swiss (Regular, Rosemary Parmesan Bread)",640,31.44,11.56,0.16,44.3,873.4,66.41,5.37,7.74,27.97
"#64 Grilled Portabella Mushroom & Swiss (Regular, Wheat Bread)",620,29.7,9.83,0.16,37.97,764.95,66.52,7.17,8.8,26.77
"#64 Grilled Portabella Mushroom & Swiss (Regular, Seeded Italian Bread)",660,31.19,10.54,0.16,37.97,831.24,74.26,7.49,9.61,26.15
"#64 Grilled Portabella Mushroom & Swiss (Regular, Gluten Free Bread)",570,33.69,10.29,0.16,37.97,611.24,52.26,4.99,9.61,21.65
"#64 Grilled Portabella Mushroom & Swiss (Giant, White Bread)",1220,58.56,20.45,0.32,75.93,1604.15,131.18,9.98,15.45,51.8
"#64 Grilled Portabella Mushroom & Swiss (Giant, Rosemary Parmesan Bread)",1280,62.88,23.11,0.32,88.59,1746.8,132.82,10.73,15.48,55.94
"#64 Grilled Portabella Mushroom & Swiss (Giant, Wheat Bread)",1250,59.4,19.67,0.32,75.93,1529.9,133.03,14.33,17.6,53.54
"#64 Grilled Portabella Mushroom & Swiss (Giant, Seeded Italian Bread)",1320,62.38,21.08,0.31,75.93,1662.48,148.51,14.97,19.21,52.3
"#64 Grilled Portabella Mushroom & Swiss (Giant, Gluten Free Bread)",1140,67.38,20.58,0.31,75.93,1222.48,104.51,9.97,19.21,43.3
"#64 Grilled Portabella Mushroom & Swiss (Wrap, White Wrap)",640,33.69,12.79,0.16,37.97,906.24,64.76,4.99,6.11,23.65
"#64 Grilled Portabella Mushroom & Swiss (Wrap, Tomato Basil Wrap)",640,33.69,12.79,0.16,37.97,886.24,64.76,4.99,6.11,23.65
"#64 Grilled Portabella Mushroom & Swiss (Wrap, Wheat Wrap)",620,33.69,12.79,0.16,37.97,916.24,62.76,8.99,6.11,24.65
"#64 Grilled Portabella Mushroom & Swiss (Wrap, Garlic Herb Wrap)",640,33.69,12.79,0.16,37.97,1116.24,64.76,4.99,6.11,23.65
"#64 Grilled Portabella Mushroom & Swiss (Wrap, Spinach Herb Wrap)",640,33.69,12.79,0.16,37.97,906.24,63.76,4.99,6.11,24.65
#64 Grilled Portabella Mushroom & Swiss (Bowl),330,26.69,9.79,0.16,37.97,166.24,12.75,2.99,6.11,15.65
"#66 Portabella Cheese Steak (Regular, White Bread)",750,34.34,14.47,0.57,118.37,2006.06,66.65,3.19,8.77,45.7
"#66 Portabella Cheese Steak (Regular, Rosemary Parmesan Bread)",780,36.5,15.8,0.57,124.7,2077.38,67.47,3.56,8.79,47.77
"#66 Portabella Cheese Steak (Regular, Wheat Bread)",760,34.76,14.08,0.57,118.37,1968.93,67.57,5.36,9.85,46.57
"#66 Portabella Cheese Steak (Regular, Seeded Italian Bread)",800,36.25,14.79,0.56,118.37,2035.22,75.31,5.68,10.65,45.95
"#66 Portabella Cheese Steak (Regular, Gluten Free Bread)",710,38.75,14.54,0.56,118.37,1815.22,53.31,3.18,10.65,41.45
"#66 Portabella Cheese Steak (Giant, White Bread)",1500,68.41,28.9,1.13,236.73,4012.11,133.29,6.37,17.55,91.4
"#66 Portabella Cheese Steak (Giant, Rosemary Parmesan Bread)",1560,72.73,31.56,1.13,249.39,4154.76,134.93,7.12,17.58,95.54
"#66 Portabella Cheese Steak (Giant, Wheat Bread)",1530,69.25,28.12,1.13,236.73,3937.86,135.14,10.72,19.7,93.14
"#66 Portabella Cheese Steak (Giant, Seeded Italian Bread)",1600,72.23,29.53,1.12,236.73,4070.44,150.62,11.36,21.31,91.9
"#66 Portabella Cheese Steak (Giant, Gluten Free Bread)",1420,77.23,29.03,1.12,236.73,3630.44,106.62,6.36,21.31,82.9
"#66 Portabella Cheese Steak (Wrap, White Wrap)",780,38.75,17.04,0.56,118.37,2110.22,65.81,3.18,7.15,43.45
"#66 Portabella Cheese Steak (Wrap, Tomato Basil Wrap)",780,38.75,17.04,0.56,118.37,2090.22,65.81,3.18,7.15,43.45
"#66 Portabella Cheese Steak (Wrap, Wheat Wrap)",760,38.75,17.04,0.56,118.37,2120.22,63.81,7.18,7.15,44.45
